,snr,machine,id,condition,file,path,y_array,ftt
85,+6b,valve,id_00,abnormal,00000085.wav,+6b/valve/id_00/abnormal/00000085.wav,"[ 9.0408325e-04 -8.7738037e-05 -3.2043457e-04 ... -1.0223389e-03
 -1.2474060e-03 -1.3160706e-03]","[[0.07936477]
 [0.09214757]
 [0.07709014]
 ...
 [0.00407972]
 [0.00478386]
 [0.00451589]]"
86,+6b,valve,id_00,abnormal,00000086.wav,+6b/valve/id_00/abnormal/00000086.wav,"[-1.7623901e-03 -2.0141602e-03 -1.8692017e-03 ...  8.7738037e-05
 -2.5558472e-04 -4.0817261e-04]","[[0.13120623]
 [0.00954469]
 [0.14079298]
 ...
 [0.00220991]
 [0.00237524]
 [0.00160767]]"
87,+6b,valve,id_00,abnormal,00000087.wav,+6b/valve/id_00/abnormal/00000087.wav,[0.001091   0.00141525 0.00078964 ... 0.00224304 0.00259781 0.00287628],"[[1.9463204e-01]
 [2.0756447e-01]
 [2.4346051e-01]
 ...
 [8.5138250e-04]
 [2.8724820e-04]
 [1.2456818e-04]]"
88,+6b,valve,id_00,abnormal,00000088.wav,+6b/valve/id_00/abnormal/00000088.wav,"[-1.1253357e-03  6.8283081e-04  3.8146973e-06 ... -2.3574829e-03
 -2.2239685e-03 -2.2392273e-03]","[[0.12878427]
 [0.20400393]
 [0.34856027]
 ...
 [0.0026305 ]
 [0.00110623]
 [0.00058373]]"
89,+6b,valve,id_00,abnormal,00000089.wav,+6b/valve/id_00/abnormal/00000089.wav,[0.00399399 0.00465775 0.00501251 ... 0.00427628 0.00463867 0.00489044],"[[0.07267141]
 [0.03745441]
 [0.02840042]
 ...
 [0.00070682]
 [0.00138797]
 [0.00102975]]"
90,+6b,valve,id_00,abnormal,00000090.wav,+6b/valve/id_00/abnormal/00000090.wav,"[-0.00365829 -0.00396347 -0.00399399 ...  0.00109863  0.00053406
 -0.00031662]","[[0.02784892]
 [0.05731756]
 [0.06751645]
 ...
 [0.07062709]
 [0.00080946]
 [0.0772232 ]]"
91,+6b,valve,id_00,abnormal,00000091.wav,+6b/valve/id_00/abnormal/00000091.wav,"[-0.00095749 -0.00093842 -0.00119019 ... -0.00376129 -0.00391769
 -0.00378799]","[[0.13859582]
 [0.14256428]
 [0.07803128]
 ...
 [0.00040237]
 [0.00035819]
 [0.00055809]]"
92,+6b,valve,id_00,abnormal,00000092.wav,+6b/valve/id_00/abnormal/00000092.wav,"[-0.00378036 -0.00410461 -0.00385284 ...  0.00072479  0.00078583
  0.00069046]","[[0.21431334]
 [0.24200107]
 [0.18787855]
 ...
 [0.00187829]
 [0.0023756 ]
 [0.00187702]]"
93,+6b,valve,id_00,abnormal,00000093.wav,+6b/valve/id_00/abnormal/00000093.wav,"[-0.00245285 -0.00327682 -0.00251007 ...  0.00073242  0.0017128
  0.00142288]","[[0.02261293]
 [0.2653195 ]
 [0.596336  ]
 ...
 [0.00170634]
 [0.00123815]
 [0.00371359]]"
94,+6b,valve,id_00,abnormal,00000094.wav,+6b/valve/id_00/abnormal/00000094.wav,"[-0.00142288 -0.00177765 -0.00204468 ...  0.00058746  0.00046158
  0.00060272]","[[0.2565473 ]
 [0.21939532]
 [0.30298555]
 ...
 [0.00171943]
 [0.0030528 ]
 [0.00421393]]"
95,+6b,valve,id_00,abnormal,00000095.wav,+6b/valve/id_00/abnormal/00000095.wav,"[ 3.2958984e-03  2.0103455e-03  3.0021667e-03 ...  3.8146973e-06
 -2.2125244e-04 -1.2168884e-03]","[[0.08406302]
 [0.03466387]
 [0.08015527]
 ...
 [0.00284806]
 [0.00249718]
 [0.00123361]]"
96,+6b,valve,id_00,abnormal,00000096.wav,+6b/valve/id_00/abnormal/00000096.wav,"[-0.00063324  0.00055313  0.00011826 ...  0.00412369  0.00364685
  0.00329208]","[[0.05701964]
 [0.09201074]
 [0.25365236]
 ...
 [0.00184033]
 [0.00509475]
 [0.00752913]]"
97,+6b,valve,id_00,abnormal,00000097.wav,+6b/valve/id_00/abnormal/00000097.wav,"[-7.1334839e-04 -6.6375732e-04 -5.5313110e-04 ... -3.8528442e-04
 -9.9182129e-05  4.8446655e-04]","[[0.10889222]
 [0.0573066 ]
 [0.0536653 ]
 ...
 [0.00327852]
 [0.0005314 ]
 [0.00189874]]"
98,+6b,valve,id_00,abnormal,00000098.wav,+6b/valve/id_00/abnormal/00000098.wav,"[-0.0034256  -0.00365829 -0.00344086 ...  0.00390244  0.00469971
  0.0044899 ]","[[0.23355906]
 [0.26667145]
 [0.22869965]
 ...
 [0.0213308 ]
 [0.05596838]
 [0.08434085]]"
99,+6b,valve,id_00,abnormal,00000099.wav,+6b/valve/id_00/abnormal/00000099.wav,"[-5.7220459e-04  6.1035156e-05  6.3705444e-04 ...  1.8119812e-03
  4.0283203e-03  5.7907104e-03]","[[0.05037671]
 [0.04002769]
 [0.0055706 ]
 ...
 [0.00205466]
 [0.00201694]
 [0.00181814]]"
100,+6b,valve,id_00,abnormal,00000100.wav,+6b/valve/id_00/abnormal/00000100.wav,"[-0.00279236 -0.0022583  -0.00265884 ... -0.00254822 -0.00232315
 -0.0025177 ]","[[0.19671202]
 [0.11904785]
 [0.0222873 ]
 ...
 [0.00124439]
 [0.00157867]
 [0.0023736 ]]"
101,+6b,valve,id_00,abnormal,00000101.wav,+6b/valve/id_00/abnormal/00000101.wav,"[ 0.00021362  0.00047684  0.00047684 ... -0.00072861 -0.00096512
 -0.00114059]","[[0.1198004 ]
 [0.19270708]
 [0.35908937]
 ...
 [0.00265745]
 [0.00429112]
 [0.00653537]]"
102,+6b,valve,id_00,abnormal,00000102.wav,+6b/valve/id_00/abnormal/00000102.wav,"[-0.00127792 -0.001091   -0.00039291 ... -0.00294113 -0.00392914
 -0.00459671]","[[0.01138721]
 [0.00167818]
 [0.02143637]
 ...
 [0.00490228]
 [0.00048401]
 [0.00317479]]"
103,+6b,valve,id_00,abnormal,00000103.wav,+6b/valve/id_00/abnormal/00000103.wav,"[-3.0136108e-04  3.0517578e-04  8.3923340e-04 ... -2.2888184e-04
  9.9182129e-05  1.3732910e-04]","[[0.01117118]
 [0.0287949 ]
 [0.20242831]
 ...
 [0.0027351 ]
 [0.00130942]
 [0.00023692]]"
104,+6b,valve,id_00,abnormal,00000104.wav,+6b/valve/id_00/abnormal/00000104.wav,"[ 7.6293945e-05 -1.5640259e-04 -3.8146973e-04 ... -1.2969971e-04
 -9.2315674e-04 -1.3008118e-03]","[[0.0541618 ]
 [0.10202712]
 [0.14490466]
 ...
 [0.00629741]
 [0.0076191 ]
 [0.00790719]]"
105,+6b,valve,id_00,abnormal,00000105.wav,+6b/valve/id_00/abnormal/00000105.wav,[0.00344849 0.00362396 0.00415039 ... 0.00154495 0.00085831 0.00053406],"[[7.9972394e-02]
 [1.0844081e-02]
 [2.2925957e-01]
 ...
 [6.9654803e-04]
 [2.1764683e-04]
 [2.8121853e-04]]"
106,+6b,valve,id_00,abnormal,00000106.wav,+6b/valve/id_00/abnormal/00000106.wav,"[-0.0004425   0.00065613  0.00196457 ... -0.00212097 -0.00123978
 -0.00118637]","[[0.17809764]
 [0.14064905]
 [0.05712046]
 ...
 [0.00047498]
 [0.00238439]
 [0.00200848]]"
107,+6b,valve,id_00,abnormal,00000107.wav,+6b/valve/id_00/abnormal/00000107.wav,"[ 0.00173187  0.00190735  0.00177765 ... -0.00054169 -0.00097656
 -0.0013237 ]","[[0.10954899]
 [0.05021148]
 [0.00253557]
 ...
 [0.00079705]
 [0.00027235]
 [0.0011381 ]]"
108,+6b,valve,id_00,abnormal,00000108.wav,+6b/valve/id_00/abnormal/00000108.wav,"[-0.00050735  0.00045395  0.00094986 ...  0.00674438  0.00670624
  0.00688553]","[[0.00770945]
 [0.01262619]
 [0.05290155]
 ...
 [0.00047566]
 [0.00396543]
 [0.00682316]]"
109,+6b,valve,id_00,abnormal,00000109.wav,+6b/valve/id_00/abnormal/00000109.wav,"[-1.7547607e-04  5.7220459e-05  4.2343140e-04 ... -2.7694702e-03
 -4.1313171e-03 -4.5394897e-03]","[[0.02999848]
 [0.02035024]
 [0.24380374]
 ...
 [0.00154401]
 [0.0039313 ]
 [0.005296  ]]"
110,+6b,valve,id_00,abnormal,00000110.wav,+6b/valve/id_00/abnormal/00000110.wav,"[-0.00060272 -0.00093842 -0.00091934 ... -0.00397873 -0.00325012
 -0.00259781]","[[0.00701468]
 [0.0093146 ]
 [0.15298414]
 ...
 [0.00117111]
 [0.0048297 ]
 [0.00660255]]"
111,+6b,valve,id_00,abnormal,00000111.wav,+6b/valve/id_00/abnormal/00000111.wav,"[-0.00029755 -0.00104523 -0.00243378 ...  0.00306702  0.00223923
  0.00159836]","[[0.10583501]
 [0.07999241]
 [0.28537592]
 ...
 [0.00029512]
 [0.00094384]
 [0.00204678]]"
112,+6b,valve,id_00,abnormal,00000112.wav,+6b/valve/id_00/abnormal/00000112.wav,"[-0.00014114 -0.00020981 -0.00018311 ... -0.00056839 -0.00018692
 -0.00022507]","[[0.04968295]
 [0.1045325 ]
 [0.14991589]
 ...
 [0.00105543]
 [0.00178978]
 [0.00244164]]"
113,+6b,valve,id_00,abnormal,00000113.wav,+6b/valve/id_00/abnormal/00000113.wav,"[-0.00125885 -0.00033569  0.00100327 ... -0.00274658 -0.00341797
 -0.00365067]","[[0.13133657]
 [0.08177192]
 [0.15766977]
 ...
 [0.00533205]
 [0.00083588]
 [0.00520614]]"
114,+6b,valve,id_00,abnormal,00000114.wav,+6b/valve/id_00/abnormal/00000114.wav,"[1.3046265e-03 1.0910034e-03 1.1749268e-03 ... 9.9182129e-05 3.0517578e-04
 3.3187866e-04]","[[0.54348433]
 [0.57473   ]
 [0.35494432]
 ...
 [0.00067562]
 [0.00237502]
 [0.00400666]]"
115,+6b,valve,id_00,abnormal,00000115.wav,+6b/valve/id_00/abnormal/00000115.wav,"[-4.57763672e-05  1.02996826e-04  4.50134277e-04 ...  2.47573853e-03
  2.58636475e-03  3.86047363e-03]","[[0.28802   ]
 [0.2946447 ]
 [0.36425626]
 ...
 [0.00234821]
 [0.00235144]
 [0.00437393]]"
116,+6b,valve,id_00,abnormal,00000116.wav,+6b/valve/id_00/abnormal/00000116.wav,"[ 0.00224686  0.00198364  0.00157166 ... -0.00345612 -0.00278473
 -0.00238037]","[[0.10667017]
 [0.08188672]
 [0.01019293]
 ...
 [0.00256461]
 [0.00192659]
 [0.00509946]]"
117,+6b,valve,id_00,abnormal,00000117.wav,+6b/valve/id_00/abnormal/00000117.wav,"[-1.0681152e-03 -9.9182129e-04 -1.1024475e-03 ... -6.8664551e-05
  6.4849854e-05 -3.2424927e-04]","[[0.2395668 ]
 [0.19464129]
 [0.03180552]
 ...
 [0.00144983]
 [0.00209548]
 [0.00276039]]"
118,+6b,valve,id_00,abnormal,00000118.wav,+6b/valve/id_00/abnormal/00000118.wav,"[ 0.00276947  0.00027466  0.00222778 ... -0.00159073 -0.00320435
 -0.00389481]","[[0.0137181 ]
 [0.05915845]
 [0.21354553]
 ...
 [0.00754474]
 [0.01043507]
 [0.0125483 ]]"
119,+6b,valve,id_00,normal,00000000.wav,+6b/valve/id_00/normal/00000000.wav,"[ 0.04402161 -0.02322388  0.00640106 ... -0.00109863 -0.00072479
 -0.00051498]","[[0.10451832]
 [0.15891217]
 [0.04997275]
 ...
 [0.24477352]
 [0.24553047]
 [0.24493596]]"
120,+6b,valve,id_00,normal,00000001.wav,+6b/valve/id_00/normal/00000001.wav,"[ 0.00147247  0.00219345  0.00233078 ... -0.00096893 -0.001194
 -0.00099945]","[[0.02107176]
 [0.0734257 ]
 [0.11305127]
 ...
 [0.00341137]
 [0.00360738]
 [0.00281015]]"
121,+6b,valve,id_00,normal,00000002.wav,+6b/valve/id_00/normal/00000002.wav,[0.00256348 0.00139618 0.         ... 0.00186157 0.00168991 0.00095367],"[[0.07237329]
 [0.04480467]
 [0.09412049]
 ...
 [0.00710428]
 [0.00800275]
 [0.01346574]]"
122,+6b,valve,id_00,normal,00000003.wav,+6b/valve/id_00/normal/00000003.wav,"[-0.00131607 -0.00218582 -0.00315475 ... -0.00286102 -0.00251389
 -0.00268555]","[[0.19628444]
 [0.16168794]
 [0.14595008]
 ...
 [0.00030501]
 [0.00092058]
 [0.00189158]]"
123,+6b,valve,id_00,normal,00000004.wav,+6b/valve/id_00/normal/00000004.wav,"[ 0.0066452   0.00658798  0.00630951 ... -0.00162888 -0.00108719
 -0.00129318]","[[0.10081673]
 [0.07475509]
 [0.06817637]
 ...
 [0.00487593]
 [0.00431866]
 [0.00395902]]"
124,+6b,valve,id_00,normal,00000005.wav,+6b/valve/id_00/normal/00000005.wav,"[ 0.00395584  0.00370026  0.00229645 ... -0.00020981 -0.00088501
 -0.00198746]","[[0.14214832]
 [0.26232013]
 [0.46830937]
 ...
 [0.01611895]
 [0.00551432]
 [0.01513569]]"
125,+6b,valve,id_00,normal,00000006.wav,+6b/valve/id_00/normal/00000006.wav,"[-0.0017395  -0.00164795 -0.00209427 ...  0.00377274  0.00463867
  0.00399399]","[[0.05448845]
 [0.03348827]
 [0.17849866]
 ...
 [0.00372735]
 [0.00107344]
 [0.0014538 ]]"
126,+6b,valve,id_00,normal,00000007.wav,+6b/valve/id_00/normal/00000007.wav,"[-0.00108337 -0.00074387 -0.00061035 ... -0.00263596 -0.00247192
 -0.00213242]","[[5.68797030e-02]
 [1.06541924e-01]
 [2.93481439e-01]
 ...
 [1.38735937e-04]
 [1.04206102e-03]
 [1.25370431e-03]]"
127,+6b,valve,id_00,normal,00000008.wav,+6b/valve/id_00/normal/00000008.wav,"[ 0.00153732  0.00170517  0.00161362 ... -0.00564957 -0.0051384
 -0.00373077]","[[0.1475708 ]
 [0.12812483]
 [0.03811067]
 ...
 [0.0021806 ]
 [0.00101542]
 [0.00214111]]"
128,+6b,valve,id_00,normal,00000009.wav,+6b/valve/id_00/normal/00000009.wav,"[-8.3541870e-04  8.9645386e-04  9.9182129e-05 ...  1.6250610e-03
  1.8730164e-03  4.2724609e-04]","[[0.23446228]
 [0.23637602]
 [0.29400128]
 ...
 [0.00717875]
 [0.00547076]
 [0.00185644]]"
129,+6b,valve,id_00,normal,00000010.wav,+6b/valve/id_00/normal/00000010.wav,[0.00185394 0.00110245 0.00057983 ... 0.00099182 0.00188446 0.00173187],"[[0.10955058]
 [0.00862366]
 [0.03634191]
 ...
 [0.2183451 ]
 [0.02515751]
 [0.20389175]]"
130,+6b,valve,id_00,normal,00000011.wav,+6b/valve/id_00/normal/00000011.wav,"[ 0.00018311 -0.00114822 -0.00170135 ... -0.00266266 -0.00236893
 -0.00163651]","[[0.09906803]
 [0.08672738]
 [0.01308134]
 ...
 [0.00351008]
 [0.00189296]
 [0.00428675]]"
131,+6b,valve,id_00,normal,00000012.wav,+6b/valve/id_00/normal/00000012.wav,"[ 0.00156403  0.00149536  0.00138474 ... -0.0147438  -0.01131058
 -0.00508499]","[[0.02232589]
 [0.06413835]
 [0.18330231]
 ...
 [0.00033999]
 [0.00021442]
 [0.00021646]]"
132,+6b,valve,id_00,normal,00000013.wav,+6b/valve/id_00/normal/00000013.wav,[0.01073837 0.01243973 0.00999832 ... 0.00348663 0.00292969 0.0030098 ],"[[0.09556235]
 [0.2097812 ]
 [0.33313793]
 ...
 [0.00442809]
 [0.00225824]
 [0.00186292]]"
133,+6b,valve,id_00,normal,00000014.wav,+6b/valve/id_00/normal/00000014.wav,"[-0.00034332 -0.00094986 -0.00125122 ... -0.00065994 -0.00020599
  0.00011826]","[[0.16191454]
 [0.08946026]
 [0.04474737]
 ...
 [0.01070233]
 [0.02949045]
 [0.04211244]]"
134,+6b,valve,id_00,normal,00000015.wav,+6b/valve/id_00/normal/00000015.wav,[0.00370026 0.00393295 0.00311279 ... 0.00075912 0.00196457 0.00228882],"[[0.08658686]
 [0.08316635]
 [0.10434284]
 ...
 [0.00874606]
 [0.03424327]
 [0.04748277]]"
135,+6b,valve,id_00,normal,00000016.wav,+6b/valve/id_00/normal/00000016.wav,"[-0.00199127 -0.00197983 -0.00167084 ... -0.00043488 -0.00099182
 -0.00159454]","[[0.09352401]
 [0.10535101]
 [0.21523073]
 ...
 [0.0032144 ]
 [0.00303143]
 [0.00144822]]"
136,+6b,valve,id_00,normal,00000017.wav,+6b/valve/id_00/normal/00000017.wav,[0.00084305 0.         0.00022125 ... 0.00479126 0.00514603 0.00498199],"[[0.25295   ]
 [0.3812549 ]
 [0.5094927 ]
 ...
 [0.0033814 ]
 [0.00175019]
 [0.00300025]]"
137,+6b,valve,id_00,normal,00000018.wav,+6b/valve/id_00/normal/00000018.wav,[0.00191498 0.00180435 0.00144577 ... 0.00098038 0.00087357 0.0003624 ],"[[2.1977429e-03]
 [1.4646991e-02]
 [5.5184934e-02]
 ...
 [6.8431633e-05]
 [1.3104199e-03]
 [1.0495218e-04]]"
138,+6b,valve,id_00,normal,00000019.wav,+6b/valve/id_00/normal/00000019.wav,"[ 0.0001564   0.00050735  0.00031662 ... -0.00366592 -0.00367355
 -0.00307465]","[[0.01711346]
 [0.021455  ]
 [0.07674133]
 ...
 [0.00060761]
 [0.00293987]
 [0.00409292]]"
139,+6b,valve,id_00,normal,00000020.wav,+6b/valve/id_00/normal/00000020.wav,"[ 0.00271988  0.00305939  0.00344467 ... -0.00204086 -0.00215149
  0.00061798]","[[0.13626271]
 [0.05531862]
 [0.01895511]
 ...
 [0.06133074]
 [0.07979202]
 [0.14717951]]"
140,+6b,valve,id_00,normal,00000021.wav,+6b/valve/id_00/normal/00000021.wav,"[ 0.00088882 -0.00142288 -0.00153732 ...  0.00048828  0.00074005
  0.00143814]","[[0.06902607]
 [0.06144048]
 [0.09335586]
 ...
 [0.0009115 ]
 [0.00301146]
 [0.00646753]]"
141,+6b,valve,id_00,normal,00000022.wav,+6b/valve/id_00/normal/00000022.wav,[0.00058746 0.00052261 0.00020599 ... 0.00101089 0.00065613 0.00100327],"[[3.0310771e-01]
 [2.7148348e-01]
 [2.9089773e-01]
 ...
 [1.0293202e-03]
 [7.8366174e-05]
 [1.8114968e-03]]"
142,+6b,valve,id_00,normal,00000023.wav,+6b/valve/id_00/normal/00000023.wav,"[-0.00114059 -0.00074005 -0.00047684 ... -0.00144196 -0.00120544
 -0.00061417]","[[0.25392544]
 [0.34145373]
 [0.49032646]
 ...
 [0.03411465]
 [0.0593216 ]
 [0.08158112]]"
143,+6b,valve,id_00,normal,00000024.wav,+6b/valve/id_00/normal/00000024.wav,"[ 0.00174713  0.00109863  0.00047684 ... -0.00558853 -0.00532532
 -0.00536346]","[[0.07004865]
 [0.17877287]
 [0.2352448 ]
 ...
 [0.0013217 ]
 [0.00297404]
 [0.00413554]]"
144,+6b,valve,id_00,normal,00000025.wav,+6b/valve/id_00/normal/00000025.wav,"[-0.00384903 -0.0037384  -0.00391006 ...  0.00022888  0.00070572
  0.00096893]","[[0.07772461]
 [0.12229415]
 [0.44300458]
 ...
 [0.0010585 ]
 [0.00247385]
 [0.00288694]]"
145,+6b,valve,id_00,normal,00000026.wav,+6b/valve/id_00/normal/00000026.wav,"[ 0.00616074  0.0054512   0.00484467 ... -0.00146484 -0.00142288
 -0.00098038]","[[0.21508668]
 [0.17238261]
 [0.14297047]
 ...
 [0.00449534]
 [0.00306517]
 [0.00135553]]"
146,+6b,valve,id_00,normal,00000027.wav,+6b/valve/id_00/normal/00000027.wav,"[ 0.00164032  0.00137329  0.00170898 ... -0.00329971 -0.00289536
 -0.00218964]","[[0.26547885]
 [0.23538658]
 [0.24591005]
 ...
 [0.00276498]
 [0.00082148]
 [0.00512259]]"
147,+6b,valve,id_00,normal,00000028.wav,+6b/valve/id_00/normal/00000028.wav,[0.001194   0.00197983 0.00250626 ... 0.0014534  0.00215149 0.00391006],"[[0.26543793]
 [0.2677608 ]
 [0.25680467]
 ...
 [0.01008315]
 [0.00607376]
 [0.00174449]]"
148,+6b,valve,id_00,normal,00000029.wav,+6b/valve/id_00/normal/00000029.wav,"[1.5029907e-03 7.2479248e-05 2.8610229e-04 ... 6.9808960e-04 6.2942505e-04
 1.2588501e-03]","[[0.04512478]
 [0.06271599]
 [0.00530819]
 ...
 [0.00475846]
 [0.00232259]
 [0.0030363 ]]"
149,+6b,valve,id_00,normal,00000030.wav,+6b/valve/id_00/normal/00000030.wav,"[-0.00560379 -0.00522614 -0.00484085 ... -0.00411224 -0.00265884
 -0.00180054]","[[1.7769742e-01]
 [3.4165558e-01]
 [3.2134891e-01]
 ...
 [1.8948651e-04]
 [6.9454475e-04]
 [9.6538349e-04]]"
150,+6b,valve,id_00,normal,00000031.wav,+6b/valve/id_00/normal/00000031.wav,"[-0.00164413 -0.00105286  0.00060272 ... -0.00400543 -0.00356293
 -0.00321198]","[[0.19252229]
 [0.04056535]
 [0.10018856]
 ...
 [0.00809294]
 [0.00924202]
 [0.01949947]]"
151,+6b,valve,id_00,normal,00000032.wav,+6b/valve/id_00/normal/00000032.wav,"[ 0.00138855  0.00145721  0.00066376 ... -0.00299072 -0.00365067
 -0.0030899 ]","[[0.21546733]
 [0.24315698]
 [0.27003747]
 ...
 [0.0010712 ]
 [0.00615526]
 [0.00744603]]"
152,+6b,valve,id_00,normal,00000033.wav,+6b/valve/id_00/normal/00000033.wav,"[-0.00186157 -0.0018959  -0.00175858 ...  0.00782013  0.00203323
  0.00305939]","[[0.05129834]
 [0.04191284]
 [0.1340041 ]
 ...
 [0.00690918]
 [0.00408171]
 [0.00243915]]"
153,+6b,valve,id_00,normal,00000034.wav,+6b/valve/id_00/normal/00000034.wav,[0.00190353 0.00166702 0.00121689 ... 0.00093842 0.00039291 0.00028229],"[[2.6699066e-01]
 [2.2068505e-01]
 [1.9720818e-01]
 ...
 [1.4855480e-03]
 [6.4311986e-05]
 [1.3025552e-03]]"
154,+6b,valve,id_00,normal,00000035.wav,+6b/valve/id_00/normal/00000035.wav,"[-0.00114822 -0.0010376  -0.00079727 ... -0.00024796  0.00016022
  0.00053787]","[[0.15825906]
 [0.05814844]
 [0.08527197]
 ...
 [0.00024803]
 [0.00048624]
 [0.00080017]]"
155,+6b,valve,id_00,normal,00000036.wav,+6b/valve/id_00/normal/00000036.wav,"[-0.00424576 -0.00448608 -0.00429535 ... -0.00119781 -0.00114441
 -0.00094604]","[[0.0752733 ]
 [0.13078502]
 [0.16584592]
 ...
 [0.03763229]
 [0.01522136]
 [0.00440519]]"
156,+6b,valve,id_00,normal,00000037.wav,+6b/valve/id_00/normal/00000037.wav,[0.00278091 0.00321198 0.00359726 ... 0.0010376  0.00045776 0.00022888],"[[0.05653032]
 [0.08847132]
 [0.02484889]
 ...
 [0.0028285 ]
 [0.00237947]
 [0.00432263]]"
157,+6b,valve,id_00,normal,00000038.wav,+6b/valve/id_00/normal/00000038.wav,"[-2.6321411e-04 -4.6539307e-04 -4.8446655e-04 ... -3.7040710e-03
  8.3923340e-05 -3.6010742e-03]","[[0.08735497]
 [0.10792667]
 [0.04576501]
 ...
 [0.00150063]
 [0.00028215]
 [0.00373755]]"
158,+6b,valve,id_00,normal,00000039.wav,+6b/valve/id_00/normal/00000039.wav,[0.00030518 0.00071335 0.00144196 ... 0.00302887 0.00181961 0.0006752 ],"[[0.24458474]
 [0.24869701]
 [0.18370804]
 ...
 [0.00086082]
 [0.00340733]
 [0.00468644]]"
159,+6b,valve,id_00,normal,00000040.wav,+6b/valve/id_00/normal/00000040.wav,"[ 0.00379562  0.00372314  0.00402451 ... -0.00247192 -0.00227737
 -0.0021286 ]","[[0.08239242]
 [0.12639599]
 [0.13770407]
 ...
 [0.00295296]
 [0.00246584]
 [0.00288027]]"
160,+6b,valve,id_00,normal,00000041.wav,+6b/valve/id_00/normal/00000041.wav,"[ 0.00117874  0.00077057  0.00063705 ... -0.0029068  -0.00299072
 -0.00245667]","[[0.00142399]
 [0.00832358]
 [0.08591653]
 ...
 [0.0003609 ]
 [0.00017418]
 [0.00124674]]"
161,+6b,valve,id_00,normal,00000042.wav,+6b/valve/id_00/normal/00000042.wav,"[-3.0517578e-04  1.4877319e-04  4.2343140e-04 ... -7.7056885e-04
 -3.4332275e-04  7.6293945e-06]","[[0.20380999]
 [0.24006486]
 [0.39588216]
 ...
 [0.00248864]
 [0.00257631]
 [0.00289344]]"
162,+6b,valve,id_00,normal,00000043.wav,+6b/valve/id_00/normal/00000043.wav,"[-0.00344086 -0.00141907 -0.00304413 ...  0.00219345  0.00276947
  0.00196075]","[[0.15635127]
 [0.16393226]
 [0.20126365]
 ...
 [0.00514418]
 [0.00590673]
 [0.01201915]]"
163,+6b,valve,id_00,normal,00000044.wav,+6b/valve/id_00/normal/00000044.wav,"[ 0.00444031  0.00449753  0.00404358 ... -0.00267029 -0.00279236
 -0.00300217]","[[0.37576228]
 [0.31097984]
 [0.29515848]
 ...
 [0.04236524]
 [0.04379009]
 [0.05930871]]"
164,+6b,valve,id_00,normal,00000045.wav,+6b/valve/id_00/normal/00000045.wav,"[ 0.00164795  0.00272369  0.00391388 ...  0.00042725  0.00013351
 -0.00081635]","[[1.8834110e-01]
 [2.1181534e-01]
 [1.9419557e-01]
 ...
 [4.0301429e-03]
 [2.3439745e-03]
 [2.0604853e-04]]"
165,+6b,valve,id_00,normal,00000046.wav,+6b/valve/id_00/normal/00000046.wav,"[-0.00222778 -0.00164413 -0.00087357 ... -0.00149536 -0.00114822
 -0.00035095]","[[0.09004708]
 [0.16881749]
 [0.29344425]
 ...
 [0.00376388]
 [0.00395852]
 [0.00434735]]"
166,+6b,valve,id_00,normal,00000047.wav,+6b/valve/id_00/normal/00000047.wav,"[ 3.0364990e-03  2.2048950e-03  3.7841797e-03 ... -1.4877319e-04
 -5.1498413e-04  6.8664551e-05]","[[0.04303199]
 [0.03278484]
 [0.01237615]
 ...
 [0.00181944]
 [0.00548574]
 [0.00534547]]"
167,+6b,valve,id_00,normal,00000048.wav,+6b/valve/id_00/normal/00000048.wav,"[-0.00201035 -0.00219345 -0.00242996 ... -0.00131226 -0.00164413
 -0.00163269]","[[3.2660672e-01]
 [2.7710751e-01]
 [1.0143678e-01]
 ...
 [4.6446107e-04]
 [5.2046217e-04]
 [7.8948207e-05]]"
168,+6b,valve,id_00,normal,00000049.wav,+6b/valve/id_00/normal/00000049.wav,[0.00363922 0.00410843 0.00434113 ... 0.00048447 0.00076294 0.00226974],"[[2.4821125e-01]
 [3.3259812e-01]
 [3.1841975e-01]
 ...
 [9.1829002e-05]
 [5.5794389e-04]
 [9.8265766e-04]]"
169,+6b,valve,id_00,normal,00000050.wav,+6b/valve/id_00/normal/00000050.wav,"[-0.00177002 -0.00129318  0.00059128 ...  0.00134277  0.00173569
  0.00167465]","[[0.15216793]
 [0.01554239]
 [0.16377017]
 ...
 [0.00633588]
 [0.0068316 ]
 [0.00690684]]"
170,+6b,valve,id_00,normal,00000051.wav,+6b/valve/id_00/normal/00000051.wav,"[-0.00444412 -0.00739288 -0.00841141 ...  0.00157166  0.00180817
  0.00167465]","[[0.09240621]
 [0.06971876]
 [0.04069586]
 ...
 [0.0040898 ]
 [0.00730283]
 [0.00820264]]"
171,+6b,valve,id_00,normal,00000052.wav,+6b/valve/id_00/normal/00000052.wav,"[-0.00200272 -0.00133514 -0.00135422 ...  0.00175476  0.00090408
  0.00096893]","[[0.01726959]
 [0.01535933]
 [0.02105728]
 ...
 [0.02804951]
 [0.04817688]
 [0.05986743]]"
172,+6b,valve,id_00,normal,00000053.wav,+6b/valve/id_00/normal/00000053.wav,"[ 0.00065613  0.00024796 -0.00049591 ... -0.00193787 -0.00252914
 -0.00296783]","[[0.08180135]
 [0.05793668]
 [0.0508032 ]
 ...
 [0.00165473]
 [0.00320462]
 [0.00435513]]"
