snr,machine,id,condition,file,path
+6db,slider,id_00,abnormal,00000285.wav,E:\+6db/slider/id_00/abnormal/00000285.wav
+6db,slider,id_00,abnormal,00000286.wav,E:\+6db/slider/id_00/abnormal/00000286.wav
+6db,slider,id_00,abnormal,00000287.wav,E:\+6db/slider/id_00/abnormal/00000287.wav
+6db,slider,id_00,abnormal,00000288.wav,E:\+6db/slider/id_00/abnormal/00000288.wav
+6db,slider,id_00,abnormal,00000289.wav,E:\+6db/slider/id_00/abnormal/00000289.wav
+6db,slider,id_00,abnormal,00000290.wav,E:\+6db/slider/id_00/abnormal/00000290.wav
+6db,slider,id_00,abnormal,00000291.wav,E:\+6db/slider/id_00/abnormal/00000291.wav
+6db,slider,id_00,abnormal,00000292.wav,E:\+6db/slider/id_00/abnormal/00000292.wav
+6db,slider,id_00,abnormal,00000293.wav,E:\+6db/slider/id_00/abnormal/00000293.wav
+6db,slider,id_00,abnormal,00000294.wav,E:\+6db/slider/id_00/abnormal/00000294.wav
+6db,slider,id_00,abnormal,00000295.wav,E:\+6db/slider/id_00/abnormal/00000295.wav
+6db,slider,id_00,abnormal,00000296.wav,E:\+6db/slider/id_00/abnormal/00000296.wav
+6db,slider,id_00,abnormal,00000297.wav,E:\+6db/slider/id_00/abnormal/00000297.wav
+6db,slider,id_00,abnormal,00000298.wav,E:\+6db/slider/id_00/abnormal/00000298.wav
+6db,slider,id_00,abnormal,00000299.wav,E:\+6db/slider/id_00/abnormal/00000299.wav
+6db,slider,id_00,abnormal,00000300.wav,E:\+6db/slider/id_00/abnormal/00000300.wav
+6db,slider,id_00,abnormal,00000301.wav,E:\+6db/slider/id_00/abnormal/00000301.wav
+6db,slider,id_00,abnormal,00000302.wav,E:\+6db/slider/id_00/abnormal/00000302.wav
+6db,slider,id_00,abnormal,00000303.wav,E:\+6db/slider/id_00/abnormal/00000303.wav
+6db,slider,id_00,abnormal,00000304.wav,E:\+6db/slider/id_00/abnormal/00000304.wav
+6db,slider,id_00,abnormal,00000305.wav,E:\+6db/slider/id_00/abnormal/00000305.wav
+6db,slider,id_00,abnormal,00000306.wav,E:\+6db/slider/id_00/abnormal/00000306.wav
+6db,slider,id_00,abnormal,00000307.wav,E:\+6db/slider/id_00/abnormal/00000307.wav
+6db,slider,id_00,abnormal,00000308.wav,E:\+6db/slider/id_00/abnormal/00000308.wav
+6db,slider,id_00,abnormal,00000309.wav,E:\+6db/slider/id_00/abnormal/00000309.wav
+6db,slider,id_00,abnormal,00000310.wav,E:\+6db/slider/id_00/abnormal/00000310.wav
+6db,slider,id_00,abnormal,00000311.wav,E:\+6db/slider/id_00/abnormal/00000311.wav
+6db,slider,id_00,abnormal,00000312.wav,E:\+6db/slider/id_00/abnormal/00000312.wav
+6db,slider,id_00,abnormal,00000313.wav,E:\+6db/slider/id_00/abnormal/00000313.wav
+6db,slider,id_00,abnormal,00000314.wav,E:\+6db/slider/id_00/abnormal/00000314.wav
+6db,slider,id_00,abnormal,00000315.wav,E:\+6db/slider/id_00/abnormal/00000315.wav
+6db,slider,id_00,abnormal,00000316.wav,E:\+6db/slider/id_00/abnormal/00000316.wav
+6db,slider,id_00,abnormal,00000317.wav,E:\+6db/slider/id_00/abnormal/00000317.wav
+6db,slider,id_00,abnormal,00000318.wav,E:\+6db/slider/id_00/abnormal/00000318.wav
+6db,slider,id_00,abnormal,00000319.wav,E:\+6db/slider/id_00/abnormal/00000319.wav
+6db,slider,id_00,abnormal,00000320.wav,E:\+6db/slider/id_00/abnormal/00000320.wav
+6db,slider,id_00,abnormal,00000321.wav,E:\+6db/slider/id_00/abnormal/00000321.wav
+6db,slider,id_00,abnormal,00000322.wav,E:\+6db/slider/id_00/abnormal/00000322.wav
+6db,slider,id_00,abnormal,00000323.wav,E:\+6db/slider/id_00/abnormal/00000323.wav
+6db,slider,id_00,abnormal,00000324.wav,E:\+6db/slider/id_00/abnormal/00000324.wav
+6db,slider,id_00,abnormal,00000325.wav,E:\+6db/slider/id_00/abnormal/00000325.wav
+6db,slider,id_00,abnormal,00000326.wav,E:\+6db/slider/id_00/abnormal/00000326.wav
+6db,slider,id_00,abnormal,00000327.wav,E:\+6db/slider/id_00/abnormal/00000327.wav
+6db,slider,id_00,abnormal,00000328.wav,E:\+6db/slider/id_00/abnormal/00000328.wav
+6db,slider,id_00,abnormal,00000329.wav,E:\+6db/slider/id_00/abnormal/00000329.wav
+6db,slider,id_00,abnormal,00000330.wav,E:\+6db/slider/id_00/abnormal/00000330.wav
+6db,slider,id_00,abnormal,00000331.wav,E:\+6db/slider/id_00/abnormal/00000331.wav
+6db,slider,id_00,abnormal,00000332.wav,E:\+6db/slider/id_00/abnormal/00000332.wav
+6db,slider,id_00,abnormal,00000333.wav,E:\+6db/slider/id_00/abnormal/00000333.wav
+6db,slider,id_00,abnormal,00000334.wav,E:\+6db/slider/id_00/abnormal/00000334.wav
+6db,slider,id_00,abnormal,00000335.wav,E:\+6db/slider/id_00/abnormal/00000335.wav
+6db,slider,id_00,abnormal,00000336.wav,E:\+6db/slider/id_00/abnormal/00000336.wav
+6db,slider,id_00,abnormal,00000337.wav,E:\+6db/slider/id_00/abnormal/00000337.wav
+6db,slider,id_00,abnormal,00000338.wav,E:\+6db/slider/id_00/abnormal/00000338.wav
+6db,slider,id_00,abnormal,00000339.wav,E:\+6db/slider/id_00/abnormal/00000339.wav
+6db,slider,id_00,abnormal,00000340.wav,E:\+6db/slider/id_00/abnormal/00000340.wav
+6db,slider,id_00,abnormal,00000341.wav,E:\+6db/slider/id_00/abnormal/00000341.wav
+6db,slider,id_00,abnormal,00000342.wav,E:\+6db/slider/id_00/abnormal/00000342.wav
+6db,slider,id_00,abnormal,00000343.wav,E:\+6db/slider/id_00/abnormal/00000343.wav
+6db,slider,id_00,abnormal,00000344.wav,E:\+6db/slider/id_00/abnormal/00000344.wav
+6db,slider,id_00,abnormal,00000345.wav,E:\+6db/slider/id_00/abnormal/00000345.wav
+6db,slider,id_00,abnormal,00000346.wav,E:\+6db/slider/id_00/abnormal/00000346.wav
+6db,slider,id_00,abnormal,00000347.wav,E:\+6db/slider/id_00/abnormal/00000347.wav
+6db,slider,id_00,abnormal,00000348.wav,E:\+6db/slider/id_00/abnormal/00000348.wav
+6db,slider,id_00,abnormal,00000349.wav,E:\+6db/slider/id_00/abnormal/00000349.wav
+6db,slider,id_00,abnormal,00000350.wav,E:\+6db/slider/id_00/abnormal/00000350.wav
+6db,slider,id_00,abnormal,00000351.wav,E:\+6db/slider/id_00/abnormal/00000351.wav
+6db,slider,id_00,abnormal,00000352.wav,E:\+6db/slider/id_00/abnormal/00000352.wav
+6db,slider,id_00,abnormal,00000353.wav,E:\+6db/slider/id_00/abnormal/00000353.wav
+6db,slider,id_00,abnormal,00000354.wav,E:\+6db/slider/id_00/abnormal/00000354.wav
+6db,slider,id_00,abnormal,00000355.wav,E:\+6db/slider/id_00/abnormal/00000355.wav
+6db,slider,id_00,normal,00000000.wav,E:\+6db/slider/id_00/normal/00000000.wav
+6db,slider,id_00,normal,00000001.wav,E:\+6db/slider/id_00/normal/00000001.wav
+6db,slider,id_00,normal,00000002.wav,E:\+6db/slider/id_00/normal/00000002.wav
+6db,slider,id_00,normal,00000003.wav,E:\+6db/slider/id_00/normal/00000003.wav
+6db,slider,id_00,normal,00000004.wav,E:\+6db/slider/id_00/normal/00000004.wav
+6db,slider,id_00,normal,00000005.wav,E:\+6db/slider/id_00/normal/00000005.wav
+6db,slider,id_00,normal,00000006.wav,E:\+6db/slider/id_00/normal/00000006.wav
+6db,slider,id_00,normal,00000007.wav,E:\+6db/slider/id_00/normal/00000007.wav
+6db,slider,id_00,normal,00000008.wav,E:\+6db/slider/id_00/normal/00000008.wav
+6db,slider,id_00,normal,00000009.wav,E:\+6db/slider/id_00/normal/00000009.wav
+6db,slider,id_00,normal,00000010.wav,E:\+6db/slider/id_00/normal/00000010.wav
+6db,slider,id_00,normal,00000011.wav,E:\+6db/slider/id_00/normal/00000011.wav
+6db,slider,id_00,normal,00000012.wav,E:\+6db/slider/id_00/normal/00000012.wav
+6db,slider,id_00,normal,00000013.wav,E:\+6db/slider/id_00/normal/00000013.wav
+6db,slider,id_00,normal,00000014.wav,E:\+6db/slider/id_00/normal/00000014.wav
+6db,slider,id_00,normal,00000015.wav,E:\+6db/slider/id_00/normal/00000015.wav
+6db,slider,id_00,normal,00000016.wav,E:\+6db/slider/id_00/normal/00000016.wav
+6db,slider,id_00,normal,00000017.wav,E:\+6db/slider/id_00/normal/00000017.wav
+6db,slider,id_00,normal,00000018.wav,E:\+6db/slider/id_00/normal/00000018.wav
+6db,slider,id_00,normal,00000019.wav,E:\+6db/slider/id_00/normal/00000019.wav
+6db,slider,id_00,normal,00000020.wav,E:\+6db/slider/id_00/normal/00000020.wav
+6db,slider,id_00,normal,00000021.wav,E:\+6db/slider/id_00/normal/00000021.wav
+6db,slider,id_00,normal,00000022.wav,E:\+6db/slider/id_00/normal/00000022.wav
+6db,slider,id_00,normal,00000023.wav,E:\+6db/slider/id_00/normal/00000023.wav
+6db,slider,id_00,normal,00000024.wav,E:\+6db/slider/id_00/normal/00000024.wav
+6db,slider,id_00,normal,00000025.wav,E:\+6db/slider/id_00/normal/00000025.wav
+6db,slider,id_00,normal,00000026.wav,E:\+6db/slider/id_00/normal/00000026.wav
+6db,slider,id_00,normal,00000027.wav,E:\+6db/slider/id_00/normal/00000027.wav
+6db,slider,id_00,normal,00000028.wav,E:\+6db/slider/id_00/normal/00000028.wav
+6db,slider,id_00,normal,00000029.wav,E:\+6db/slider/id_00/normal/00000029.wav
+6db,slider,id_00,normal,00000030.wav,E:\+6db/slider/id_00/normal/00000030.wav
+6db,slider,id_00,normal,00000031.wav,E:\+6db/slider/id_00/normal/00000031.wav
+6db,slider,id_00,normal,00000032.wav,E:\+6db/slider/id_00/normal/00000032.wav
+6db,slider,id_00,normal,00000033.wav,E:\+6db/slider/id_00/normal/00000033.wav
+6db,slider,id_00,normal,00000034.wav,E:\+6db/slider/id_00/normal/00000034.wav
+6db,slider,id_00,normal,00000035.wav,E:\+6db/slider/id_00/normal/00000035.wav
+6db,slider,id_00,normal,00000036.wav,E:\+6db/slider/id_00/normal/00000036.wav
+6db,slider,id_00,normal,00000037.wav,E:\+6db/slider/id_00/normal/00000037.wav
+6db,slider,id_00,normal,00000038.wav,E:\+6db/slider/id_00/normal/00000038.wav
+6db,slider,id_00,normal,00000039.wav,E:\+6db/slider/id_00/normal/00000039.wav
+6db,slider,id_00,normal,00000040.wav,E:\+6db/slider/id_00/normal/00000040.wav
+6db,slider,id_00,normal,00000041.wav,E:\+6db/slider/id_00/normal/00000041.wav
+6db,slider,id_00,normal,00000042.wav,E:\+6db/slider/id_00/normal/00000042.wav
+6db,slider,id_00,normal,00000043.wav,E:\+6db/slider/id_00/normal/00000043.wav
+6db,slider,id_00,normal,00000044.wav,E:\+6db/slider/id_00/normal/00000044.wav
+6db,slider,id_00,normal,00000045.wav,E:\+6db/slider/id_00/normal/00000045.wav
+6db,slider,id_00,normal,00000046.wav,E:\+6db/slider/id_00/normal/00000046.wav
+6db,slider,id_00,normal,00000047.wav,E:\+6db/slider/id_00/normal/00000047.wav
+6db,slider,id_00,normal,00000048.wav,E:\+6db/slider/id_00/normal/00000048.wav
+6db,slider,id_00,normal,00000049.wav,E:\+6db/slider/id_00/normal/00000049.wav
+6db,slider,id_00,normal,00000050.wav,E:\+6db/slider/id_00/normal/00000050.wav
+6db,slider,id_00,normal,00000051.wav,E:\+6db/slider/id_00/normal/00000051.wav
+6db,slider,id_00,normal,00000052.wav,E:\+6db/slider/id_00/normal/00000052.wav
+6db,slider,id_00,normal,00000053.wav,E:\+6db/slider/id_00/normal/00000053.wav
+6db,slider,id_00,normal,00000054.wav,E:\+6db/slider/id_00/normal/00000054.wav
+6db,slider,id_00,normal,00000055.wav,E:\+6db/slider/id_00/normal/00000055.wav
+6db,slider,id_00,normal,00000056.wav,E:\+6db/slider/id_00/normal/00000056.wav
+6db,slider,id_00,normal,00000057.wav,E:\+6db/slider/id_00/normal/00000057.wav
+6db,slider,id_00,normal,00000058.wav,E:\+6db/slider/id_00/normal/00000058.wav
+6db,slider,id_00,normal,00000059.wav,E:\+6db/slider/id_00/normal/00000059.wav
+6db,slider,id_00,normal,00000060.wav,E:\+6db/slider/id_00/normal/00000060.wav
+6db,slider,id_00,normal,00000061.wav,E:\+6db/slider/id_00/normal/00000061.wav
+6db,slider,id_00,normal,00000062.wav,E:\+6db/slider/id_00/normal/00000062.wav
+6db,slider,id_00,normal,00000063.wav,E:\+6db/slider/id_00/normal/00000063.wav
+6db,slider,id_00,normal,00000064.wav,E:\+6db/slider/id_00/normal/00000064.wav
+6db,slider,id_00,normal,00000065.wav,E:\+6db/slider/id_00/normal/00000065.wav
+6db,slider,id_00,normal,00000066.wav,E:\+6db/slider/id_00/normal/00000066.wav
+6db,slider,id_00,normal,00000067.wav,E:\+6db/slider/id_00/normal/00000067.wav
+6db,slider,id_00,normal,00000068.wav,E:\+6db/slider/id_00/normal/00000068.wav
+6db,slider,id_00,normal,00000069.wav,E:\+6db/slider/id_00/normal/00000069.wav
+6db,slider,id_00,normal,00000070.wav,E:\+6db/slider/id_00/normal/00000070.wav
+6db,slider,id_00,normal,00000071.wav,E:\+6db/slider/id_00/normal/00000071.wav
+6db,slider,id_00,normal,00000072.wav,E:\+6db/slider/id_00/normal/00000072.wav
+6db,slider,id_00,normal,00000073.wav,E:\+6db/slider/id_00/normal/00000073.wav
+6db,slider,id_00,normal,00000074.wav,E:\+6db/slider/id_00/normal/00000074.wav
+6db,slider,id_00,normal,00000075.wav,E:\+6db/slider/id_00/normal/00000075.wav
+6db,slider,id_00,normal,00000076.wav,E:\+6db/slider/id_00/normal/00000076.wav
+6db,slider,id_00,normal,00000077.wav,E:\+6db/slider/id_00/normal/00000077.wav
+6db,slider,id_00,normal,00000078.wav,E:\+6db/slider/id_00/normal/00000078.wav
+6db,slider,id_00,normal,00000079.wav,E:\+6db/slider/id_00/normal/00000079.wav
+6db,slider,id_00,normal,00000080.wav,E:\+6db/slider/id_00/normal/00000080.wav
+6db,slider,id_00,normal,00000081.wav,E:\+6db/slider/id_00/normal/00000081.wav
+6db,slider,id_00,normal,00000082.wav,E:\+6db/slider/id_00/normal/00000082.wav
+6db,slider,id_00,normal,00000083.wav,E:\+6db/slider/id_00/normal/00000083.wav
+6db,slider,id_00,normal,00000084.wav,E:\+6db/slider/id_00/normal/00000084.wav
+6db,slider,id_00,normal,00000085.wav,E:\+6db/slider/id_00/normal/00000085.wav
+6db,slider,id_00,normal,00000086.wav,E:\+6db/slider/id_00/normal/00000086.wav
+6db,slider,id_00,normal,00000087.wav,E:\+6db/slider/id_00/normal/00000087.wav
+6db,slider,id_00,normal,00000088.wav,E:\+6db/slider/id_00/normal/00000088.wav
+6db,slider,id_00,normal,00000089.wav,E:\+6db/slider/id_00/normal/00000089.wav
+6db,slider,id_00,normal,00000090.wav,E:\+6db/slider/id_00/normal/00000090.wav
+6db,slider,id_00,normal,00000091.wav,E:\+6db/slider/id_00/normal/00000091.wav
+6db,slider,id_00,normal,00000092.wav,E:\+6db/slider/id_00/normal/00000092.wav
+6db,slider,id_00,normal,00000093.wav,E:\+6db/slider/id_00/normal/00000093.wav
+6db,slider,id_00,normal,00000094.wav,E:\+6db/slider/id_00/normal/00000094.wav
+6db,slider,id_00,normal,00000095.wav,E:\+6db/slider/id_00/normal/00000095.wav
+6db,slider,id_00,normal,00000096.wav,E:\+6db/slider/id_00/normal/00000096.wav
+6db,slider,id_00,normal,00000097.wav,E:\+6db/slider/id_00/normal/00000097.wav
+6db,slider,id_00,normal,00000098.wav,E:\+6db/slider/id_00/normal/00000098.wav
+6db,slider,id_00,normal,00000099.wav,E:\+6db/slider/id_00/normal/00000099.wav
+6db,slider,id_00,normal,00000100.wav,E:\+6db/slider/id_00/normal/00000100.wav
+6db,slider,id_00,normal,00000101.wav,E:\+6db/slider/id_00/normal/00000101.wav
+6db,slider,id_00,normal,00000102.wav,E:\+6db/slider/id_00/normal/00000102.wav
+6db,slider,id_00,normal,00000103.wav,E:\+6db/slider/id_00/normal/00000103.wav
+6db,slider,id_00,normal,00000104.wav,E:\+6db/slider/id_00/normal/00000104.wav
+6db,slider,id_00,normal,00000105.wav,E:\+6db/slider/id_00/normal/00000105.wav
+6db,slider,id_00,normal,00000106.wav,E:\+6db/slider/id_00/normal/00000106.wav
+6db,slider,id_00,normal,00000107.wav,E:\+6db/slider/id_00/normal/00000107.wav
+6db,slider,id_00,normal,00000108.wav,E:\+6db/slider/id_00/normal/00000108.wav
+6db,slider,id_00,normal,00000109.wav,E:\+6db/slider/id_00/normal/00000109.wav
+6db,slider,id_00,normal,00000110.wav,E:\+6db/slider/id_00/normal/00000110.wav
+6db,slider,id_00,normal,00000111.wav,E:\+6db/slider/id_00/normal/00000111.wav
+6db,slider,id_00,normal,00000112.wav,E:\+6db/slider/id_00/normal/00000112.wav
+6db,slider,id_00,normal,00000113.wav,E:\+6db/slider/id_00/normal/00000113.wav
+6db,slider,id_00,normal,00000114.wav,E:\+6db/slider/id_00/normal/00000114.wav
+6db,slider,id_00,normal,00000115.wav,E:\+6db/slider/id_00/normal/00000115.wav
+6db,slider,id_00,normal,00000116.wav,E:\+6db/slider/id_00/normal/00000116.wav
+6db,slider,id_00,normal,00000117.wav,E:\+6db/slider/id_00/normal/00000117.wav
+6db,slider,id_00,normal,00000118.wav,E:\+6db/slider/id_00/normal/00000118.wav
+6db,slider,id_00,normal,00000119.wav,E:\+6db/slider/id_00/normal/00000119.wav
+6db,slider,id_00,normal,00000120.wav,E:\+6db/slider/id_00/normal/00000120.wav
+6db,slider,id_00,normal,00000121.wav,E:\+6db/slider/id_00/normal/00000121.wav
+6db,slider,id_00,normal,00000122.wav,E:\+6db/slider/id_00/normal/00000122.wav
+6db,slider,id_00,normal,00000123.wav,E:\+6db/slider/id_00/normal/00000123.wav
+6db,slider,id_00,normal,00000124.wav,E:\+6db/slider/id_00/normal/00000124.wav
+6db,slider,id_00,normal,00000125.wav,E:\+6db/slider/id_00/normal/00000125.wav
+6db,slider,id_00,normal,00000126.wav,E:\+6db/slider/id_00/normal/00000126.wav
+6db,slider,id_00,normal,00000127.wav,E:\+6db/slider/id_00/normal/00000127.wav
+6db,slider,id_00,normal,00000128.wav,E:\+6db/slider/id_00/normal/00000128.wav
+6db,slider,id_00,normal,00000129.wav,E:\+6db/slider/id_00/normal/00000129.wav
+6db,slider,id_00,normal,00000130.wav,E:\+6db/slider/id_00/normal/00000130.wav
+6db,slider,id_00,normal,00000131.wav,E:\+6db/slider/id_00/normal/00000131.wav
+6db,slider,id_00,normal,00000132.wav,E:\+6db/slider/id_00/normal/00000132.wav
+6db,slider,id_00,normal,00000133.wav,E:\+6db/slider/id_00/normal/00000133.wav
+6db,slider,id_00,normal,00000134.wav,E:\+6db/slider/id_00/normal/00000134.wav
+6db,slider,id_00,normal,00000135.wav,E:\+6db/slider/id_00/normal/00000135.wav
+6db,slider,id_00,normal,00000136.wav,E:\+6db/slider/id_00/normal/00000136.wav
+6db,slider,id_00,normal,00000137.wav,E:\+6db/slider/id_00/normal/00000137.wav
+6db,slider,id_00,normal,00000138.wav,E:\+6db/slider/id_00/normal/00000138.wav
+6db,slider,id_00,normal,00000139.wav,E:\+6db/slider/id_00/normal/00000139.wav
+6db,slider,id_00,normal,00000140.wav,E:\+6db/slider/id_00/normal/00000140.wav
+6db,slider,id_00,normal,00000141.wav,E:\+6db/slider/id_00/normal/00000141.wav
+6db,slider,id_00,normal,00000142.wav,E:\+6db/slider/id_00/normal/00000142.wav
+6db,slider,id_00,normal,00000143.wav,E:\+6db/slider/id_00/normal/00000143.wav
+6db,slider,id_00,normal,00000144.wav,E:\+6db/slider/id_00/normal/00000144.wav
+6db,slider,id_00,normal,00000145.wav,E:\+6db/slider/id_00/normal/00000145.wav
+6db,slider,id_00,normal,00000146.wav,E:\+6db/slider/id_00/normal/00000146.wav
+6db,slider,id_00,normal,00000147.wav,E:\+6db/slider/id_00/normal/00000147.wav
+6db,slider,id_00,normal,00000148.wav,E:\+6db/slider/id_00/normal/00000148.wav
+6db,slider,id_00,normal,00000149.wav,E:\+6db/slider/id_00/normal/00000149.wav
+6db,slider,id_00,normal,00000150.wav,E:\+6db/slider/id_00/normal/00000150.wav
+6db,slider,id_00,normal,00000151.wav,E:\+6db/slider/id_00/normal/00000151.wav
+6db,slider,id_00,normal,00000152.wav,E:\+6db/slider/id_00/normal/00000152.wav
+6db,slider,id_00,normal,00000153.wav,E:\+6db/slider/id_00/normal/00000153.wav
+6db,slider,id_00,normal,00000154.wav,E:\+6db/slider/id_00/normal/00000154.wav
+6db,slider,id_00,normal,00000155.wav,E:\+6db/slider/id_00/normal/00000155.wav
+6db,slider,id_00,normal,00000156.wav,E:\+6db/slider/id_00/normal/00000156.wav
+6db,slider,id_00,normal,00000157.wav,E:\+6db/slider/id_00/normal/00000157.wav
+6db,slider,id_00,normal,00000158.wav,E:\+6db/slider/id_00/normal/00000158.wav
+6db,slider,id_00,normal,00000159.wav,E:\+6db/slider/id_00/normal/00000159.wav
+6db,slider,id_00,normal,00000160.wav,E:\+6db/slider/id_00/normal/00000160.wav
+6db,slider,id_00,normal,00000161.wav,E:\+6db/slider/id_00/normal/00000161.wav
+6db,slider,id_00,normal,00000162.wav,E:\+6db/slider/id_00/normal/00000162.wav
+6db,slider,id_00,normal,00000163.wav,E:\+6db/slider/id_00/normal/00000163.wav
+6db,slider,id_00,normal,00000164.wav,E:\+6db/slider/id_00/normal/00000164.wav
+6db,slider,id_00,normal,00000165.wav,E:\+6db/slider/id_00/normal/00000165.wav
+6db,slider,id_00,normal,00000166.wav,E:\+6db/slider/id_00/normal/00000166.wav
+6db,slider,id_00,normal,00000167.wav,E:\+6db/slider/id_00/normal/00000167.wav
+6db,slider,id_00,normal,00000168.wav,E:\+6db/slider/id_00/normal/00000168.wav
+6db,slider,id_00,normal,00000169.wav,E:\+6db/slider/id_00/normal/00000169.wav
+6db,slider,id_00,normal,00000170.wav,E:\+6db/slider/id_00/normal/00000170.wav
+6db,slider,id_00,normal,00000171.wav,E:\+6db/slider/id_00/normal/00000171.wav
+6db,slider,id_00,normal,00000172.wav,E:\+6db/slider/id_00/normal/00000172.wav
+6db,slider,id_00,normal,00000173.wav,E:\+6db/slider/id_00/normal/00000173.wav
+6db,slider,id_00,normal,00000174.wav,E:\+6db/slider/id_00/normal/00000174.wav
+6db,slider,id_00,normal,00000175.wav,E:\+6db/slider/id_00/normal/00000175.wav
+6db,slider,id_00,normal,00000176.wav,E:\+6db/slider/id_00/normal/00000176.wav
+6db,slider,id_00,normal,00000177.wav,E:\+6db/slider/id_00/normal/00000177.wav
+6db,slider,id_00,normal,00000178.wav,E:\+6db/slider/id_00/normal/00000178.wav
+6db,slider,id_00,normal,00000179.wav,E:\+6db/slider/id_00/normal/00000179.wav
+6db,slider,id_00,normal,00000180.wav,E:\+6db/slider/id_00/normal/00000180.wav
+6db,slider,id_00,normal,00000181.wav,E:\+6db/slider/id_00/normal/00000181.wav
+6db,slider,id_00,normal,00000182.wav,E:\+6db/slider/id_00/normal/00000182.wav
+6db,slider,id_00,normal,00000183.wav,E:\+6db/slider/id_00/normal/00000183.wav
+6db,slider,id_00,normal,00000184.wav,E:\+6db/slider/id_00/normal/00000184.wav
+6db,slider,id_00,normal,00000185.wav,E:\+6db/slider/id_00/normal/00000185.wav
+6db,slider,id_00,normal,00000186.wav,E:\+6db/slider/id_00/normal/00000186.wav
+6db,slider,id_00,normal,00000187.wav,E:\+6db/slider/id_00/normal/00000187.wav
+6db,slider,id_00,normal,00000188.wav,E:\+6db/slider/id_00/normal/00000188.wav
+6db,slider,id_00,normal,00000189.wav,E:\+6db/slider/id_00/normal/00000189.wav
+6db,slider,id_00,normal,00000190.wav,E:\+6db/slider/id_00/normal/00000190.wav
+6db,slider,id_00,normal,00000191.wav,E:\+6db/slider/id_00/normal/00000191.wav
+6db,slider,id_00,normal,00000192.wav,E:\+6db/slider/id_00/normal/00000192.wav
+6db,slider,id_00,normal,00000193.wav,E:\+6db/slider/id_00/normal/00000193.wav
+6db,slider,id_00,normal,00000194.wav,E:\+6db/slider/id_00/normal/00000194.wav
+6db,slider,id_00,normal,00000195.wav,E:\+6db/slider/id_00/normal/00000195.wav
